Filename;FSC;SSC;CFSE;SLAM;Flt3;CD16/32;CTV;CD127;CD48;SCA-1;ckit;new_value_CV_VC;Time;Well;Condition;Color;Generation;Original_cell;Culture_time;Culture_condition;Experiment;Well_experiment;Family;Class;Cell_color;Cell_rank
export_D4 ST-HSC SC2_Vi1.csv.2;114372,5313;62513,02344;1,6549939999999999;90,42669699999999;95,175262;118,60284399999999;18030,34375;172,835449;692,493774;-3,058822;404,03137200000003;3,1641619999999997;212,26545699999997;D4;SC2;Vi;1;ST-HSC;48h;P;TT21;D4_TT21;D4Vi48hST-HSCTT21;MEP;Deepskyblue;6
export_D5 HSC SC2_CV0.csv;134309,9688;68811,64844;14135,14941;457,875977;142,078827;256,814331;9445,620117;-84,577934;40,689240000000005;2818,105713;185,09849499999999;5,745618;128,351151;D5;SC2;CV;0;SLAM-HSC;48h;P;TT21;D5_TT21;D5CV48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_D6 HSC SC2_CV0.csv;178289,6094;156664,6719;23536,48242;2693,313965;180,936188;251,503937;20616,85156;120,74789399999999;111,181297;808,914001;323,389923;6,141904;206,45898400000002;D6;SC2;CV;0;SLAM-HSC;48h;P;TT21;D6_TT21;D6CV48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_D6 HSC SC2_VC1.csv.1;115857,5859;91850,875;2796,862305;213,184204;93,756783;54,507992;11753,93555;161,80110200000001;89,69635799999999;-1,0704559999999999;450,55304;5,315219;35,216255;D6;SC2;VC;1;SLAM-HSC;48h;P;TT21;D6_TT21;D6VC48hSLAM-HSCTT21;SLAM+ MEP;Royalblue;7
export_D6 HSC SC2_VC1.csv.2;120824,3906;51491,94141;2386,029785;136,213455;89,717911;125,402527;10375,581059999999;153,18731699999998;98,965019;6,650628;537,551086;5,228127;78,903328;D6;SC2;VC;1;SLAM-HSC;48h;P;TT21;D6_TT21;D6VC48hSLAM-HSCTT21;MEP;Deepskyblue;6
export_D6 HSC SC2_Vi6.csv;107931,3906;75279,35938;2,141613;60,541431;80,289406;282,834808;578,392883;164,673126;351,604065;-13,033961999999999;31,159126;2,187056;82,124969;D6;SC2;Vi;6;SLAM-HSC;48h;P;TT21;D6_TT21;D6Vi48hSLAM-HSCTT21;CD16/32- ckit-;Violet;9
export_D7 MPP SC3_VC1.csv;149694,0469;122024,6484;2852,611816;252,74493399999997;847,03479;347,26181;12886,30664;99,606163;1120,496826;4465,890625;121,661064;5,349525;40,420235;D7;SC3;VC;1;MPP;48h;P+ILs;TT21;D7_TT21;D7VC48hMPPTT21;SLAM+ Flt3+;seagreen;4
export_D8 MPP SC3_Vi2.csv;98771,27344;67851,08594;9,39681;484,51687599999997;508,62362699999994;349,85556;8735,533203;107,11158;1998,237549;3440,8957520000004;185,152267;3,474914;134,369843;D8;SC3;Vi;2;MPP;48h;P+ILs;TT21;D8_TT21;D8Vi48hMPPTT21;SLAM+ Flt3+;seagreen;4
export_D8 MPP SC3_Vi6.csv;94625,07031;96258,76563;1,894191;106,65280200000001;104,049385;259,615417;612,246216;58,66810600000001;29,858007;2,167391;8,852747;2,166823;2,501297;D8;SC3;Vi;6;MPP;48h;P+ILs;TT21;D8_TT21;D8Vi48hMPPTT21;CD16/32- ckit-;Violet;9
export_D9 ST-HSC SC3_CV2.csv;125637,3203;88878,97656;3382,376465;385,436798;129,225998;613,7811280000001;2702,729736;405,44485499999996;3321,004395;293,565857;422,776245;4,922187999999999;43,569466;D9;SC3;CV;2;ST-HSC;48h;P+ILs;TT21;D9_TT21;D9CV48hST-HSCTT21;SLAM-HSC;Red;0
export_D9 ST-HSC SC3_Vi0.csv;108033,5313;98251,25781;54,490696;193,70463600000002;337,010742;393,840057;63274,953129999994;463,682526;951,9646;54,872562;272,774536;4,622749;99,670723;D9;SC3;Vi;0;ST-HSC;48h;P+ILs;TT21;D9_TT21;D9Vi48hST-HSCTT21;GMP;aqua;5
export_E1 MPP SC2_VC1.csv;116356,7813;60381,64453;2970,807373;80,81732199999999;645,3156740000001;242,676071;10130,61719;67,143875;73,789909;600,146179;401,988861;5,288105000000001;112,87543500000001;E1;SC2;VC;1;MPP;48h;P;TT21;E1_TT21;E1VC48hMPPTT21;MPP;Limegreen;3
export_E10 ST-HSC SC3_CF3.csv.1;160227,8125;92569,82813;2999,439453;104,155304;151,350327;290,57287599999995;102,965691;420,99362199999996;2399,182129;-1,229234;414,784546;3,8818269999999995;0,10576500000000001;E10;SC3;CF;3;ST-HSC;48h;P+ILs;TT21;E10_TT21;E10CF48hST-HSCTT21;MEP;Deepskyblue;6
export_E10 ST-HSC SC3_CF3.csv.2;150867,25;85962,80469;2809,795654;50,542316;155,452972;349,394867;109,63683300000001;357,802704;2504,7392579999996;175,692093;286,445648;3,8810480000000003;31,897821;E10;SC3;CF;3;ST-HSC;48h;P+ILs;TT21;E10_TT21;E10CF48hST-HSCTT21;ST-HSC;#deff19;2
export_E10 ST-HSC SC3_CF3.csv.3;108207,5625;56657,046879999994;2886,1328129999997;168,621872;159,567657;316,784607;118,56778;385,271912;3022,085693;-25,463816;306,684387;3,913329;200,927643;E10;SC3;CF;3;ST-HSC;48h;P+ILs;TT21;E10_TT21;E10CF48hST-HSCTT21;GMP;aqua;5
export_E10 ST-HSC SC3_CF3.csv.4;115599,7188;107455,4609;2764,079346;66,575005;110,400108;288,617249;80,359413;187,456894;1363,557983;-7,794747999999999;175,955704;3,780608;219,248779;E10;SC3;CF;3;ST-HSC;48h;P+ILs;TT21;E10_TT21;E10CF48hST-HSCTT21;MEP;Deepskyblue;6
export_E10 ST-HSC SC3_Vi1.csv;149540,1719;88676,21875;1,250385;110,85697900000001;96,4478;89,786469;23458,8457;132,13296499999998;89,03870400000001;115,61821;232,62236000000001;3,158894;110,790329;E10;SC3;Vi;1;ST-HSC;48h;P+ILs;TT21;E10_TT21;E10Vi48hST-HSCTT21;ST-HSC;#deff19;2
export_E11 HSC SC3_CF2.csv.1;96608,30469;76547,71094;5000,139647999999;203,609299;83,652191;83,735184;43,424927000000004;78,46968100000001;72,87104000000001;362,45047;451,42868;3,773632;105,77719099999999;E11;SC3;CF;2;SLAM-HSC;48h;P+ILs;TT21;E11_TT21;E11CF48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E11 HSC SC3_CF2.csv.2;115896,2891;76679,36719;5416,0625;170,462433;119,589874;50,281822;53,89735400000001;109,45151499999999;91,949112;242,060852;373,482086;3,8645160000000005;182,90921;E11;SC3;CF;2;SLAM-HSC;48h;P+ILs;TT21;E11_TT21;E11CF48hSLAM-HSCTT21;ST-HSC;#deff19;2
export_E11 HSC SC3_CV1.csv.1;133501,3906;76478,79688;9705,170898;1850,097046;55,286781000000005;373,72695899999997;6443,228515999999;-9,159289;24,246119;4355,732422;393,157196;5,5126800000000005;97,52969399999999;E11;SC3;CV;1;SLAM-HSC;48h;P+ILs;TT21;E11_TT21;E11CV48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E11 HSC SC3_CV1.csv.2;115326,8438;75305,75;9422,908203;1129,969604;98,37908900000001;279,190155;5708,280761999999;-104,702217;20,545799;6238,139647999999;368,365021;5,466424;137,97413600000002;E11;SC3;CV;1;SLAM-HSC;48h;P+ILs;TT21;E11_TT21;E11CV48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E11 HSC SC3_Vi3.csv.1;146030,3906;98293,96094;2,254922;1177,52417;110,226578;124,289795;4787,503418;286,404266;1499,6605220000001;-5,807291;281,636261;2,851932;2,170321;E11;SC3;Vi;3;SLAM-HSC;48h;P+ILs;TT21;E11_TT21;E11Vi48hSLAM-HSCTT21;SLAM+ MEP;Royalblue;7
export_E11 HSC SC3_Vi3.csv.2;111644,4375;81026,02344;1,8703599999999998;662,959717;96,057167;118,430489;4393,879883;215,170227;1038,475464;19,667875;369,285431;2,768163;8,906632;E11;SC3;Vi;3;SLAM-HSC;48h;P+ILs;TT21;E11_TT21;E11Vi48hSLAM-HSCTT21;SLAM+ MEP;Royalblue;7
export_E11 HSC SC3_Vi3.csv.3;94017,07031;64814,4375;1,745075;576,541199;107,209923;97,058678;4338,704102000001;133,69546499999998;747,534729;11,471432;358,144073;2,7429900000000003;40,23259;E11;SC3;Vi;3;SLAM-HSC;48h;P+ILs;TT21;E11_TT21;E11Vi48hSLAM-HSCTT21;SLAM+ MEP;Royalblue;7
export_E12 HSC SC3_CV1.csv.1;127439,7188;101761,9453;10207,907229999999;1760,715332;103,44426700000001;167,79673799999998;6762,063965;79,72625699999999;57,06599;1913,483398;373,862183;5,5430209999999995;5930586,0;E12;SC3;CV;1;SLAM-HSC;48h;P+ILs;TT21;E12_TT21;E12CV48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E12 HSC SC3_CV1.csv.2;131003,0313;94614,9375;10382,2041;2115,4067379999997;85,05475600000001;197,66503899999998;6985,073242;116,995193;43,124901;512,94043;430,41275;5,558185;17832316,0;E12;SC3;CV;1;SLAM-HSC;48h;P+ILs;TT21;E12_TT21;E12CV48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E12 HSC SC3_VC3.csv.1;112463,3594;81776,84375;912,2022710000001;760,862976;151,183716;162,17796299999998;3660,205078;19,918238;215,44688399999998;1388,571289;341,582336;4,612879;5799603,0;E12;SC3;VC;3;SLAM-HSC;48h;P+ILs;TT21;E12_TT21;E12VC48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E12 HSC SC3_VC3.csv.2;120227,9688;58299,109379999994;874,6514279999999;224,79144300000002;114,37963899999998;128,00993300000002;3591,7224119999996;70,071877;107,583504;1767,994873;279,845062;4,59417;10254267,0;E12;SC3;VC;3;SLAM-HSC;48h;P+ILs;TT21;E12_TT21;E12VC48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E12 HSC SC3_VC3.csv.3;100222,9453;75112,42188;905,615234;49,728840000000005;100,994568;91,465225;3483,99292;68,018227;89,273911;321,026093;272,13861099999997;4,595502;16360900,0;E12;SC3;VC;3;SLAM-HSC;48h;P+ILs;TT21;E12_TT21;E12VC48hSLAM-HSCTT21;ST-HSC;#deff19;2
export_E12 HSC SC3_VC3.csv.4;101386,0859;50963,96484;957,4226070000001;141,829254;82,881813;75,121437;4049,608643;100,137955;59,913582;258,081177;314,33984399999997;4,658785;21045672,0;E12;SC3;VC;3;SLAM-HSC;48h;P+ILs;TT21;E12_TT21;E12VC48hSLAM-HSCTT21;ST-HSC;#deff19;2
export_E12 HSC SC3_VC3.csv.5;122888,625;68007,52344;994,99115;109,574059;76,006119;75,875786;4246,283691;52,534682999999994;79,573082;309,42037999999997;312,953369;4,685168;22371304,0;E12;SC3;VC;3;SLAM-HSC;48h;P+ILs;TT21;E12_TT21;E12VC48hSLAM-HSCTT21;ST-HSC;#deff19;2
export_E12 HSC SC3_Vi3.csv.1;123172,4219;64572,390629999994;1,1734639999999998;1183,632446;68,350143;93,426231;3922,930908;95,373993;45,616946999999996;295,44784500000003;236,926132;2,590189;671977,0;E12;SC3;Vi;3;SLAM-HSC;48h;P+ILs;TT21;E12_TT21;E12Vi48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E12 HSC SC3_Vi3.csv.2;106179,3516;57242,75;3,856171;1328,916138;82,20886999999999;95,978172;4333,440918;188,57574499999998;80,721069;285,681213;373,420258;2,986104;12689901,0;E12;SC3;Vi;3;SLAM-HSC;48h;P+ILs;TT21;E12_TT21;E12Vi48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E12 HSC SC3_Vi3.csv.3;115693,6953;66126,69531;1,5251379999999999;796,116333;108,36111499999998;100,751266;4558,858886999999;176,831253;61,274429000000005;135,03462199999998;307,013031;2,716821;12848071,0;E12;SC3;Vi;3;SLAM-HSC;48h;P+ILs;TT21;E12_TT21;E12Vi48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E12 HSC SC3_Vi3.csv.4;107260,3906;68795,49219;8,476928;1698,73938;113,575554;145,236481;4538,833496;129,81045500000002;20,651204999999997;260,16854900000004;462,326324;3,242214;21735824,0;E12;SC3;Vi;3;SLAM-HSC;48h;P+ILs;TT21;E12_TT21;E12Vi48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E2 MPP SC2_Vi2.csv.1;91788,64063;74477,5625;15,276732;40,969570000000004;728,932129;223,768082;9159,750977;156,759659;511,16644299999996;48,400878999999996;543,8653559999999;3,6387110000000003;61,142231;E2;SC2;Vi;2;MPP;48h;P;TT21;E2_TT21;E2Vi48hMPPTT21;MEP;Deepskyblue;6
export_E2 MPP SC2_Vi2.csv.2;123048,75;83929,36719;8,208219;78,84258299999999;548,626892;270,095673;10458,56738;156,45546000000002;546,0623780000001;33,035309000000005;464,29571500000003;3,488668;190,915695;E2;SC2;Vi;2;MPP;48h;P;TT21;E2_TT21;E2Vi48hMPPTT21;MEP;Deepskyblue;6
export_E3 ST-HSC SC2_CF1.csv.1;86359,57813;65320,52344;7506,730469;45,410664000000004;408,424591;354,694031;108,75273100000001;69,57267;148,248199;23,97315;365,160339;4,180338;51,372864;E3;SC2;CF;1;ST-HSC;48h;P;TT21;E3_TT21;E3CF48hST-HSCTT21;GMP;aqua;5
export_E3 ST-HSC SC2_CF1.csv.2;77719,47656;45211,64844;8033,835448999999;86,370903;710,7655030000001;306,64566;199,774704;94,129494;168,998459;5,0607050000000005;324,37649500000003;4,387925;123,722305;E3;SC2;CF;1;ST-HSC;48h;P;TT21;E3_TT21;E3CF48hST-HSCTT21;GMP;aqua;5
export_E3 ST-HSC SC2_CV1.csv;102837,5547;94225,74219;7289,123047;63,715256000000004;562,5917969999999;448,828888;5696,837402;252,518463;542,658142;6,392879;437,36807300000004;5,386958;12,040606;E3;SC2;CV;1;ST-HSC;48h;P;TT21;E3_TT21;E3CV48hST-HSCTT21;GMP;aqua;5
export_E3 ST-HSC SC2_Vi2.csv;84254,48438;66426,08594;1,297619;28,568851000000002;438,149536;536,33429;8856,595703;110,423454;484,133514;16,157852;506,31713899999994;2,871146;178,559677;E3;SC2;Vi;2;ST-HSC;48h;P;TT21;E3_TT21;E3Vi48hST-HSCTT21;GMP;aqua;5
export_E4 ST-HSC SC2_CV2.csv.1;97272,44531;77764,11719;3972,0798340000006;211,17340099999998;85,147186;102,342964;3362,6044920000004;68,65943100000001;153,969818;-15,153785000000001;684,21167;5,038626;72,013527;E4;SC2;CV;2;ST-HSC;48h;P;TT21;E4_TT21;E4CV48hST-HSCTT21;SLAM+ MEP;Royalblue;7
export_E4 ST-HSC SC2_CV2.csv.2;120444,9219;63940,42578;4884,246582;162,173111;39,446873;63,138741;4203,550781;133,32698100000002;140,990387;-2,661692;515,9903559999999;5,170658;119,59578700000002;E4;SC2;CV;2;ST-HSC;48h;P;TT21;E4_TT21;E4CV48hST-HSCTT21;MEP;Deepskyblue;6
export_E4 ST-HSC SC2_CV2.csv.3;117656,5;70307,22656;4777,60498;142,36656200000002;103,684601;144,632797;3996,359863;141,730499;90,360168;-15,531467000000001;447,628479;5,148356;154,624725;E4;SC2;CV;2;ST-HSC;48h;P;TT21;E4_TT21;E4CV48hST-HSCTT21;MEP;Deepskyblue;6
export_E4 ST-HSC SC2_Vi2.csv.1;97768,60156;97634,63281;2,163223;23,48679;359,743622;596,8605349999999;9349,441406;191,16146899999998;952,703003;13,198938;531,01416;3,044722;55,307377;E4;SC2;Vi;2;ST-HSC;48h;P;TT21;E4_TT21;E4Vi48hST-HSCTT21;GMP;aqua;5
export_E4 ST-HSC SC2_Vi2.csv.2;81923,29688;72507,59375;6,913925;70,26409100000001;509,531158;245,09019500000002;8862,313477;154,68864399999998;740,088989;-13,609275;615,7479860000001;3,3851120000000003;116,840378;E4;SC2;Vi;2;ST-HSC;48h;P;TT21;E4_TT21;E4Vi48hST-HSCTT21;MEP;Deepskyblue;6
export_E5 HSC SC2_CF0.csv;96741,24219;62148,19531;24378,56445;373,293671;101,54502099999999;73,73224599999999;35,54377;77,82040400000001;37,946045;573,82666;190,81639099999998;4,198638;95,345993;E5;SC2;CF;0;SLAM-HSC;48h;P;TT21;E5_TT21;E5CF48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E5 HSC SC2_CV2.csv.1;100266,4141;52217,31641;4153,429199;453,045776;92,531273;48,174904;3952,952881;128,638733;33,475609000000006;172,252747;285,007874;5,1020080000000005;47,298962;E5;SC2;CV;2;SLAM-HSC;48h;P;TT21;E5_TT21;E5CV48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E5 HSC SC2_CV2.csv.2;113377,5625;52187,75;4205,159668;218,09758;72,83714300000001;53,93639399999999;4145,238281;86,259781;29,542519;59,08871800000001;161,64584399999998;5,120394999999999;93,251846;E5;SC2;CV;2;SLAM-HSC;48h;P;TT21;E5_TT21;E5CV48hSLAM-HSCTT21;SLAM+ MEP;Royalblue;7
export_E5 HSC SC2_CV2.csv.3;119820,8516;60673,6875;4710,65918;268,84359700000005;88,13027199999999;80,738342;4345,492676;98,79083299999999;36,730614;39,111065;424,19271900000007;5,169743;178,561905;E5;SC2;CV;2;SLAM-HSC;48h;P;TT21;E5_TT21;E5CV48hSLAM-HSCTT21;SLAM+ MEP;Royalblue;7
export_E5 HSC SC2_Vi2.csv.1;189441,7344;107227,1094;8,613007000000001;534,389771;69,031181;84,489235;8357,180664;268,82666;80,496773;9,565555;145,99488799999997;3,434569;8,351003;E5;SC2;Vi;2;SLAM-HSC;48h;P;TT21;E5_TT21;E5Vi48hSLAM-HSCTT21;CD16/32- ckit-;Violet;9
export_E5 HSC SC2_Vi2.csv.2;153661,6875;106677,7578;1,664724;434,593018;93,676338;126,538353;7374,156738;109,882103;73,331863;22,296871;333,67181400000004;2,891398;76,082489;E5;SC2;Vi;2;SLAM-HSC;48h;P;TT21;E5_TT21;E5Vi48hSLAM-HSCTT21;SLAM+ MEP;Royalblue;7
export_E5 HSC SC2_Vi2.csv.3;143847,2188;110906,8281;4,495604;297,658356;82,934761;65,64449300000001;6959,353515999999;192,668793;67,365585;-27,243465000000004;190,66488600000002;3,178697;219,911194;E5;SC2;Vi;2;SLAM-HSC;48h;P;TT21;E5_TT21;E5Vi48hSLAM-HSCTT21;SLAM+ MEP;Royalblue;7
export_E6 HSC SC2_CF2.csv.1;133296,8125;63739,875;6619,575195;114,269775;140,642166;73,574997;29,622753000000003;66,113403;76,41501600000001;103,295486;558,755005;3,7423309999999996;34,736294;E6;SC2;CF;2;SLAM-HSC;48h;P;TT21;E6_TT21;E6CF48hSLAM-HSCTT21;ST-HSC;#deff19;2
export_E6 HSC SC2_CF2.csv.2;135015,875;73139,45313;6475,161621;115,517326;111,775581;165,789413;45,050521999999994;61,03840600000001;112,704948;73,67774200000001;528,231628;3,864304;83,11859100000001;E6;SC2;CF;2;SLAM-HSC;48h;P;TT21;E6_TT21;E6CF48hSLAM-HSCTT21;MEP;Deepskyblue;6
export_E6 HSC SC2_CF2.csv.3;143061,0938;62069,52734;6191,273926;123,73513;96,644836;74,106873;43,200396999999995;73,585564;88,861565;51,669044;527,153992;3,8376580000000002;201,617447;E6;SC2;CF;2;SLAM-HSC;48h;P;TT21;E6_TT21;E6CF48hSLAM-HSCTT21;MEP;Deepskyblue;6
export_E6 HSC SC2_VC1.csv.1;149781,2969;131394,0625;3217,223389;878,691589;129,252502;108,70657299999999;12336,23926;26,851782;42,165764;3452,959961;386,544189;5,373067;195,207077;E6;SC2;VC;1;SLAM-HSC;48h;P;TT21;E6_TT21;E6VC48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E6 HSC SC2_VC1.csv.2;163808,9688;123719,5234;3304,963623;1103,8691410000001;77,723869;217,712326;12897,874020000001;101,192284;67,37975300000001;2383,239502;445,51275599999997;5,395002;202,194321;E6;SC2;VC;1;SLAM-HSC;48h;P;TT21;E6_TT21;E6VC48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_E6 HSC SC2_Vi2.csv;193422,4375;159555,7031;8,338838;291,012115;97,454849;97,607475;7673,837890999999;197,23911999999999;87,108566;-1,494446;203,647095;3,3984389999999998;65,768173;E6;SC2;Vi;2;SLAM-HSC;48h;P;TT21;E6_TT21;E6Vi48hSLAM-HSCTT21;SLAM+ MEP;Royalblue;7
export_E6 HSC SC2_Vi3.csv;136798,5625;89311,38281;1,590142;378,628052;90,42527;82,932648;4303,354004;99,032112;38,348236;-9,131242;46,571503;2,711926;179,313904;E6;SC2;Vi;3;SLAM-HSC;48h;P;TT21;E6_TT21;E6Vi48hSLAM-HSCTT21;CD16/32- ckit-;Violet;9
export_E7 MPP SC3_VC1.csv;114888,1641;83191,03906;2791,194092;440,210114;1075,757324;720,076416;10240,28711;88,735229;1389,6938480000001;5688,918457;93,98114;5,27226;40,738377;E7;SC3;VC;1;MPP;48h;P+ILs;TT21;E7_TT21;E7VC48hMPPTT21;MP;DarkViolet;8
export_E9 ST-HSC SC3_CF2.csv;117598,4844;94801,35156;4655,013184;36,27367;299,984833;287,617706;124,995201;327,19775400000003;2731,053223;1212,5001220000001;84,112503;4,076339;62,672588;E9;SC3;CF;2;ST-HSC;48h;P+ILs;TT21;E9_TT21;E9CF48hST-HSCTT21;CD16/32- ckit-;Violet;9
export_E9 ST-HSC SC3_Vi4.csv.1;124427,7734;79963,85156;1,762558;88,434097;93,753899;234,158798;3502,006348;265,387024;1131,757446;-10,265227000000001;406,332764;2,6802599999999996;13,395807999999999;E9;SC3;Vi;4;ST-HSC;48h;P+ILs;TT21;E9_TT21;E9Vi48hST-HSCTT21;MEP;Deepskyblue;6
export_E9 ST-HSC SC3_Vi4.csv.2;154360,5;100510,3594;2,375669;100,504051;64,82679;427,28475999999995;3753,748535;261,634125;1976,878784;-20,341169;374,861938;2,7932490000000003;36,374546;E9;SC3;Vi;4;ST-HSC;48h;P+ILs;TT21;E9_TT21;E9Vi48hST-HSCTT21;GMP;aqua;5
export_E9 ST-HSC SC3_Vi4.csv.3;162446,4531;109857,9141;4,695597;57,355346999999995;65,42574300000001;249,539352;3921,5485840000006;274,123779;1028,1411130000001;-40,940659000000004;463,469025;3,015915;84,199158;E9;SC3;Vi;4;ST-HSC;48h;P+ILs;TT21;E9_TT21;E9Vi48hST-HSCTT21;MEP;Deepskyblue;6
export_E9 ST-HSC SC3_Vi4.csv.4;132724,8906;75721,54688;1,66993;60,912361;114,75286899999999;220,80090299999998;3715,8476560000004;226,42326400000002;1074,459595;0,47263900000000003;329,019348;2,681884;192,38914499999998;E9;SC3;Vi;4;ST-HSC;48h;P+ILs;TT21;E9_TT21;E9Vi48hST-HSCTT21;MEP;Deepskyblue;6
export_E9 ST-HSC SC3_Vi4.csv.5;134194,5313;79596,03125;3,451736;112,163071;125,912415;235,128738;3300,7026370000003;265,733429;1140,114502;-23,149504;356,610321;2,86848;198,134109;E9;SC3;Vi;4;ST-HSC;48h;P+ILs;TT21;E9_TT21;E9Vi48hST-HSCTT21;MEP;Deepskyblue;6
export_E9 ST-HSC SC3_Vi4.csv.6;94578,48438;67205,07031;6,982786999999999;48,700722;57,894352000000005;240,763611;3012,818604;240,466431;1141,694824;-8,181856;322,434845;3,056824;201,738098;E9;SC3;Vi;4;ST-HSC;48h;P+ILs;TT21;E9_TT21;E9Vi48hST-HSCTT21;MEP;Deepskyblue;6
export_F1 MPP SC2_Vi2.csv;103296,0469;63105,02344;17,185871;77,506844;1237,893188;289,8172;11038,393559999999;173,386078;248,684296;472,837738;315,48681600000003;3,732164;175,696014;F1;SC2;Vi;2;MPP;48h;P;TT21;F1_TT21;F1Vi48hMPPTT21;MPP;Limegreen;3
export_F10 ST-HSC SC3_CV1.csv.1;168310,5313;131794,9375;7057,150879000001;1281,496704;146,48819;210,66700699999998;5032,891602000001;199,42515600000002;971,488464;5305,035156;346,015625;5,338972;30,075727;F10;SC3;CV;1;ST-HSC;48h;P+ILs;TT21;F10_TT21;F10CV48hST-HSCTT21;SLAM-HSC;Red;0
export_F10 ST-HSC SC3_CV1.csv.2;158977,5;119498,3906;7167,627441;650,456055;102,972275;272,330933;5192,993164;-80,136688;1187,041992;6365,165039;401,494324;5,353358999999999;189,797516;F10;SC3;CV;1;ST-HSC;48h;P+ILs;TT21;F10_TT21;F10CV48hST-HSCTT21;SLAM-HSC;Red;0
export_F11 HSC SC3_CV2.csv.1;118205,5391;71615,51563;4670,786621;1536,1094970000001;94,961845;214,82692000000003;3009,637939;-47,053078;104,88539899999999;5562,154297;263,22497599999997;5,054332;25,531866;F11;SC3;CV;2;SLAM-HSC;48h;P+ILs;TT21;F11_TT21;F11CV48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_F11 HSC SC3_CV2.csv.2;135255,9531;73426,45313;4773,916504;1556,998901;78,501595;186,61274699999998;3017,058838;44,616501;129,078949;4374,421875;297,523438;5,061795;87,37425999999999;F11;SC3;CV;2;SLAM-HSC;48h;P+ILs;TT21;F11_TT21;F11CV48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_F11 HSC SC3_CV2.csv.3;126336,4297;92277,78125;4848,02832;1015,99054;103,602432;205,43086200000002;3191,5229489999997;-51,508663;104,010391;5929,953613000001;284,691742;5,083789;104,871445;F11;SC3;CV;2;SLAM-HSC;48h;P+ILs;TT21;F11_TT21;F11CV48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_F11 HSC SC3_CV2.csv.4;118220,9531;60465,15234;4493,63916;1603,7497560000002;71,367676;215,472168;2964,213379;48,85593;125,97626499999998;3733,0986329999996;173,941071;5,037788;195,904678;F11;SC3;CV;2;SLAM-HSC;48h;P+ILs;TT21;F11_TT21;F11CV48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_F11 HSC SC3_VC2.csv.1;113372,9766;74444,41406;2024,946655;308,63439900000003;96,150307;172,696899;9805,811523;62,360561;147,27612299999998;559,719788;357,70556600000003;5,160393;136,303635;F11;SC3;VC;2;SLAM-HSC;48h;P+ILs;TT21;F11_TT21;F11VC48hSLAM-HSCTT21;SLAM-HSC;Red;0
export_F11 HSC SC3_VC2.csv.2;164627,6563;111161,3125;2294,107178;167,556015;80,985168;158,325775;11144,768559999999;197,212173;137,92543;805,820435;369,655304;5,238024;191,94249;F11;SC3;VC;2;SLAM-HSC;48h;P+ILs;TT21;F11_TT21;F11VC48hSLAM-HSCTT21;ST-HSC;#deff19;2
export_F12 HSC SC3_CF1.csv.1;122452,0156;77547,79688;12278,27637;105,87649499999999;116,748421;127,02214099999999;63,156383999999996;101,569191;617,8094480000001;182,189438;450,57272300000005;4,164544;135,760818;F12;SC3;CF;1;SLAM-HSC;48h;P+ILs;TT21;F12_TT21;F12CF48hSLAM-HSCTT21;ST-HSC;#deff19;2
export_F12 HSC SC3_CF1.csv.2;85131,23438;67442,8125;11348,73047;115,10981799999999;100,070702;32,34613;72,979614;158,312195;408,19754;157,680038;418,34668;4,184762999999999;157,27018700000002;F12;SC3;CF;1;SLAM-HSC;48h;P+ILs;TT21;F12_TT21;F12CF48hSLAM-HSCTT21;ST-HSC;#deff19;2
export_F12 HSC SC3_CV3.csv.1;132982,75;96280,52344;2571,388916;120,72616599999999;118,12973000000001;137,062164;2065,618164;256,66177400000004;2153,956787;28,857519;642,780396;4,755447;7,113767;F12;SC3;CV;3;SLAM-HSC;48h;P+ILs;TT21;F12_TT21;F12CV48hSLAM-HSCTT21;MEP;Deepskyblue;6
export_F12 HSC SC3_CV3.csv.2;147353,3438;101010,4297;2399,878418;218,09791600000003;119,72071100000001;123,88803100000001;2156,5698239999997;263,129272;2019,242065;8,386882;442,079102;4,747481;179,626877;F12;SC3;CV;3;SLAM-HSC;48h;P+ILs;TT21;F12_TT21;F12CV48hSLAM-HSCTT21;SLAM+ MEP;Royalblue;7
